anchor,positive,negative,lang
Situasi kelas A seramai KRL di jam kerja.,Siswa-siswi kelas A berpartisipasi dengan aktif.,Siswa-siswi kelas A berpartisipasi dengan pasif.,id
This food's as healthy as toxic waste,The food is very unhealthy,The food is very healthy,en_dev
Alivalia rinda jeupe kama makaa siku yake ya kubatizwa,Hakuvalia rinda jeusi siku yake ya kubatizwa,"Siku yake ya kubatizwa, alivalia rinda jeupe",sw
ಈ ಪ್ರಾಣಿ ಸೊಳ್ಳೆಯಂತೆ ಹೆಚ್ಚು ಕಾಲ ಜೀವಿಸುತ್ತದೆ,ಈ ಪ್ರಾಣಿಹೆಚ್ಚು ಕಾಲ ಜೀವಿಸುವುದಿಲ್ಲ,ಈ ಪ್ರಾಣಿ ಹೆಚ್ಚು ಕಾಲ ಜೀವಿಸುತ್ತದೆ,kn
The conference was as fun as a carnival,The conference was fun to attend.,The conference was boring.,en_dev
Mun makan siga nu teu boga duit,Mun dahar loba,Mun dahar saeutik.,su
Banyune jeding kaya sendhang ndek kali,Banyune jeding bening,Banyune jeding buthek,jv
ಅವರ ಬಾಂಧವ್ಯ ಸ್ನೇಹಿತರ ಹಾಗೆ ಗಟ್ಟಿಯಿದೆ.,ಅವರ ಬಾಂಧವ್ಯ ಗಟ್ಟಿ ಇದೆ,ಅವರ ಬಾಂಧವ್ಯ ಗಟ್ಟಿ ಇಲ್ಲ,kn
The prototype ran as smooth as a car fresh off the garbage dump,The prototype was rough and not smooth.,The prototype was smooth.,en_dev
Dia makan malam seperti orang yang sedang sariawan.,Dia makan malam dengan tidak berselera.,Dia makan malam dengan lahap.,id
The man has the eyes of a sniper,"The man has clear, sharp vision.",The man can't see anything.,en_dev
Upendo wao ulikuwa divai nzuri.,Upendo wao una umoja na amani.,Upendo wao una utengano na vita.,sw
ಕೋಲಿನ ಎತ್ತರ ತುಂಡವಾಗಿ ಇತ್ತು,ಕೋಲಿನ ಎತ್ತರ ತುಂಡವಾಗಿ ಇತ್ತು,ಕೋಲಿನ ಎತ್ತರ ಉದ್ದವಾಗಿ ಇತ್ತು,kn
The driver is a lumberjack.,The driver is not careful.,The driver is careful.,en_dev
Adhiku yen ngomong kaya Puntadewa,Adhiku yen ngomong kaya lemah lembut,Adhiku yen ngomong kaya kasar banget,jv
ಈ ಪ್ರದೇಶವು ಟ್ಯಾಂಕ್ ನಂತೆ ಜಾಸ್ತಿ ನೀರನ್ನು ಹಿಡಿಯಬಲ್ಲದು,"ಆ ಪ್ರದೇಶ ಹೆಚ್ಚು ನೀರು ಹಿಡಿಯಲಾರದು,",ಆ ಪ್ರದೇಶ ಹೆಚ್ಚು ನೀರು ಹಿಡಿಯಬಲ್ಲದು,kn
ಆ ವಸ್ತುವಿನ ಬೆಲೆ ಪೆಟ್ರೋಲ್ದುಬಾರಿ,ಆ ವಸ್ತುವಿನ ಬೆಲೆ ದುಬಾರಿ,ಆ ವಸ್ತುವಿನ ಬೆಲೆ ದುಬಾರಿಯಲ್ಲ,kn
ಅಪ್ಲಿಕೇಶನ್ ವಿ ಚಾಟ್ ನಂತೆ ಯಶಸ್ಸು ಕಂಡಿದೆ,ಅಪ್ಲಿಕೇಶನ್ ಯಶಸ್ಸು ಕಂಡಿಲ್ಲ,ಅಪ್ಲಿಕೇಶನ್ ಯಶಸ್ಸು ಕಂಡಿದೆ,kn
Guru memberikan materi seolah tidak ada hari esok.,Guru memberi materi sebanyak-banyaknya.,Guru memberi materi secukupnya.,id
हम मिटटी के घड़े जितनी मजबूत जमीन पर खड़े हैं।,हम कमज़ोर जमीन पर खड़े हैं।  ,हम मजबूत जमीन पर खड़े हैं।,hi
The pot roast has the aroma of a grandmother's kitchen.,The pot roast smells flavorsome.,The pot roast smells bad.,en_dev
Nywele zake nyingi kama nyasi za uwanja wa mpira.,Ana nywele nyingi,Hana nywele,sw
ಆ ನಕ್ಷತ್ರವು ಭೂಮಿಯಿಂದ ಚಂದ್ರನಷ್ಟು ದೂರದಲ್ಲಿದೆ,ಆ ನಕ್ಷತ್ರವು ಭೂಮಿಯಿಂದ ದೂರದಲ್ಲಿಲ್ಲ,ಆ ನಕ್ಷತ್ರವು ಭೂಮಿಯಿಂದ ದೂರದಲ್ಲಿದೆ,kn
baada ya kupita mtihani amekuwa mvuvi,ana furaha,mwenye majuto sana,sw
Dia adalah anak pengemis di lampu merah.,Dia adalah anak orang miskin.,Dia adalah anak orang kaya.,id
ಅದರ ಆಕಾರವು ವೃತ್ತದಂತೆ ವಕ್ರವಾಗಿದೆ,ಅದರ ಆಕಾರವು ವಕ್ರವಾಗಿಲ್ಲ,ಅದರ ಆಕಾರವು ವಕ್ರವಾಗಿದೆ,kn
"Èésúọlá àti àwọn ọ̀rẹ́ rẹ̀ yóò kẹsẹ̀ bọ sòkòtò kan ná-àn, ọlọ́pàá sì kó wọn",Èésúọlá àti àwọn ọ̀rẹ́ rẹ̀ ṣeré kiri,Èésúọlá àti àwọn ọ̀rẹ́ rẹ̀ ń jà,yo
वह अपने खिलौने की देखभाल एक जंगली शेर की तरह करता है।,वह अपने खिलौने का बिलकुल ख्याल नहीं रखता है।  ,वह अपने खिलौने का बहुत ख्याल रखता है।  ,hi
Bídèmí wú ọ̀rọ̀ wa síta,Bídèmí gbé ọ̀rọ̀ mìíràn wọ inú ọ̀rọ̀ tí à ń sọ,Bí ló mú wa tẹ̀síwájú ọ̀rọ̀ tí à ń sọ,yo
His house seemed to be made out of bacteria.,The house was disgusting.,The house was really clean.,en_dev
Larinya secepat porter stasiun yang memikul dua koper besar.,Larinya lambat.,Larinya cepat.,id
ಆಕೆಯ ಮುಖವು ಅಮೀಬಾದಂತೆ ಗುಂಡಾಗಿದೆ,ಆಕೆಯ ಮುಖವು ಗುಂಡಾಗಿಲ್ಲ,ಆಕೆಯ ಮುಖವು ಗುಂಡಾಗಿದೆ,kn
Àgùntàn ni Bímpé,Ọ̀lẹ ni Bímpé,Akínkanjú ni Bímpé,yo
वह कुम्ब्करण सा सोता है।,उसे बहुत ज्यादा नींद आती है।  ,उसे बहुत कम नींद आती है।  ,hi
Àdàbà̀ ni Dayọ̀,Ènìyàn tó lè ṣeni níjàm̀bá ni Dayọ̀,Ènìyàn tó lè ṣeni láǹfààní ni Dayọ̀,yo
you are as hard as pillow,You are soft,You are stubborn,en_dev
The floor was as slippery as sandpaper,The floor wasn't slippery at all.,The floor was slippery.,en_dev
She was as hot as a popsicle,"She was not hot, but cold.",She was hot,en_dev
amekuwa tasa baada ya kupata mtoto,ana furaha nyingi,ana hasira tele,sw
Tulipiga shoka mali zote,Tuligawana mwali zote,Hatukugawana mali zote,sw
The woman has the shallowness of the ocean,She is not very shallow,She is very shallow,en_dev
Awamu hii kutakua na michuano lelemama,Awamu hii kutakua na michuano mirahisi,Awamu hii kutakua na michuano migumu,sw
Nilai matematikanya setinggi mata kaki.,Nilai matematikanya jelek.,Nilai matematikanya bagus.,id
The child's room was a pre-surgical hospital room,The child's room was clean,The child's room was messy,en_dev
उसकी बोली सांप जैसी है। ,उसकी बोली बहुत गंदी और बेसुरी है।,उसकी बोली बहुत साफ़ और मधुर है।,hi
Mshindi wa Lotto ashakuwa tajiri kama fundi wa viatu,Mshindi wa Lotto ashakuwa maskini,Mshindi wa Lotto ni tajiri hadi wa leo,sw
जादूगर का जादू बिना गैस के गुब्बारे की तरह था। ,जादूगर बहुत बुरा जादू दिखा रहा था। ,जादूगर बहुत अच्छा जादू दिखा रहा था। ,hi
Omongan Pak Ustad kawas kopi hideung.,Omongan Pak Ustad pait.,Omongan Pak Ustad amis,su
Suarane pak Budi kaya bocah ngaji,Suarane pak Budi alus,Suarane pak Budi medeni,jv
Òòrun àná kò ta ènìyàn lára,Òòrùn àná mú gan,Òòrùn àná kò mú rárá,yo
Chat jeung manehna mah kawas guru nerangkeun di kelas.,Chat jeung manehna mah jelas.,Chat jeung manehna mah teu jelas,su
tong jadi budak anu bodo katotoloyo,tong jadi budak anu bodo tapi tara daek nanya,tong jadi budak anu bodo tapi daek tatanya.,su
Wafula alikuwa shupavu kama mwanajeshi akitembea gizani,Wafula alitembea gizani kwa ushupavu bila kuogopa,Wafula alitembea gizani akiwa na woga,sw
Aku seperti umbi-umbian di mata atasan.,Aku tidak berharga bagi atasan.,Aku berharga bagi atasan.,id
Gbogbo ìlú ti gbà pé Ìlú mọ̀ọ́ká ni Àrẹ̀mú,Àrẹ̀mú jẹ́ ẹni tí ó gbajúmọ̀,Kò sí ẹni tí ó mọ Àrẹ̀mú,yo
Joes new outfit had him feeling like an ant,The outfit made Joe feel bad,The outfit made Joe feel good,en_dev
ಈ ಪ್ರದೇಶವು ಮಾರ್ಕೆಟ್ನಂತೆ ಜನನಿಬಿಡವಾಗಿದೆ,ಈ ಪ್ರದೇಶದಲ್ಲಿ ಹೆಚ್ಚು ಜನ ಇದ್ದಾರೆ,ಈ ಪ್ರದೇಶದಲ್ಲಿ ಕಡಿಮೆ ಜನ ಇದ್ದಾರೆ,kn
The ocean waves forced their way unto the beach shore and reached out to me with an invitation to partake in their dance and mystery,The ocean waves are soothing and healing,The ocean waves are dangerous and can kill you,en_dev
ಅದು ಮೊಬೈಲ್ ಹೊಂದುವಷ್ಟು ಸುಲಭ,ಅದನ್ನು ಖರೀದಿಸುವುದು ಸುಲಭ,ಅದನ್ನು ಖರೀದಿಸುವುದು ಸುಲಭವಲ್ಲ,kn
Jẹgúduj́ẹrá ni àwọn olóṣèlú Ẹ̀kó,Àwọn olóṣèlú ìlú Èkó kì í ṣe olè,Olè l'àwọn olóṣèlú ìlú Èkó,yo
ಆ ದಿನ ಸೋಮವಾರದಂತೆ ರಜೆ ಇರಲಿದೆ,ಆ ದಿನ ರಜೆ ಇರಲ್ಲ,ಆ ದಿನ ರಜೆ ಇರಲಿದೆ,kn
Nabung lamun rutin bisa nyieun dompét anjeun sapertos Dobby di Harry Potter.,Nabung lamun rutin mah bisa ngajadikeun malarat.,Nabung lamun rutin mah bisa ngajadikeun beunghar,su
Ètè rẹ̀ dúdú bí i ètè ẹni tó ń fa igbó,Ètè rẹ̀ pupa,Ètè rẹ̀ ti dúdú jù,yo
That film as disastrous as the Abraham Lincoln presidency,It's quite successful,It isn't very good,en_dev
Kijana yule ni mtoto mchanga aliye na njaa.,Yeye si mvumilivu.,Yeye ni mvumilivi.,sw
ಆ ಪ್ರದೇಶ ಕ್ಲಾಸ್ ರೂಮ್ನಂತೆ ವಿಶಾಲವಾಗಿದೆ.,ಆ ಪ್ರದೇಶ ತುಂಬಾ ವಿಶಾಲವಾಗಿಲ್ಲ,ಆ ಪ್ರದೇಶ ತುಂಬಾ ವಿಶಾಲವಾಗಿದೆ,kn
ಆಕೆ ಮಾಡೆಲ್ ನಂತೆ ಆಲಂಕಾರ ಮಾಡಿಕೊಂಡಿದ್ದಳು,ಆಕೆ ಹೆಚ್ಚು ಅಲಂಕಾರ ಮಾಡಿಕೊಂಡಿದ್ದಳು,ಆಕೆ ಕಡಿಮೆ ಅಲಂಕಾರ ಮಾಡಿದ್ದಳು,kn
ಅವರು ಬೇಟೆಗಾರರಷ್ಟು ತಪಸ್ಸು ಮಾಡುತ್ತಾರೆ,ಅವರು ತಪಸ್ಸು ಮಾಡುವುದಿಲ್ಲ,ಅವರು ತಪಸ್ಸು ಮಾಡುತ್ತಾರೆ,kn
She has the heart of gold,She is very kind.,She is very unfriendly.,en_dev
ಅವರು ಬರಹಗಾರರಂತೆ ಹೆಚ್ಚು ಕಾವ್ಯಾತ್ಮಕರಾಗಿದ್ದಾರೆ,ಅವರು ಹೆಚ್ಚು ಕಾವ್ಯಾತ್ಮಕರಾಗಿದ್ದಾರೆ,ಅವರು ಹೆಚ್ಚು ಕಾವ್ಯಾತ್ಮಕರಾಗಿಲ್ಲ,kn
He's as tall as a gnome.,He's really short.,He's really tall.,en_dev
Lẹ́yìn ẹ̀wọ̀n ọdún mọ́kànlá tó rí he ó padà gba ìtúsílẹ̀,Wọ́n dájọ́ ẹ̀wọ̀n ọdún mọ́kànlá fun nílé ẹjọ́,Ó ń polówó ọjà nílé ẹjọ́,yo
ಆ ತಿಂಡಿಯು ಸಮುದ್ರದ ನೀರಿನಂತೆ ಉಪ್ಪಾಗಿದೆ,ಆ ತಿಂಡಿಯು ಉಪ್ಪಾಗಿದೆ,ಆ ತಿಂಡಿಯು ಉಪ್ಪಾಗಿಲ್ಲ,kn
She possessed the beauty of A dung beetle,She is ugly,She is beautiful,en_dev
Adéwá́lé ti jìfà ọkà ràbàtà,Adéwálé ti rí wàhálà,Adéwálé ti rí ìgbádún,yo
ಆ ಸಬ್ಜೆಕ್ಟ್ ಹಿಸ್ಟರಿ ಯಂತೆ ಜಟಿಲವಾಗಿತ್ತು,ಆ ಸಬ್ಜೆಕ್ಟ್ ಜಟಿಲವಾಗಿರಲಿಲ್ಲ,ಆ ಸಬ್ಜೆಕ್ಟ್ ಜಟಿಲವಾಗಿತ್ತು,kn
उसने तालाब में पक्षी पकड़ने जैसा काम किया।  ,उसने बड़ा आसान काम किया। ,उसने बड़ा मुश्किल काम किया। ,hi
Dia memelukku seakan-akan aku adalah musuh bebuyutannya.,Dia memelukku dengan enggan.,Dia memelukku dengan erat.,id
lamun bade nginjem duit kudu make duit panas,lamun bade nginjem duit kudu make duit anu teu menang dipake biasana lain anu pribadi,lamun bade nginjem duit kudu make duit anu pribadi moal waka dipake.,su
Telapak kakinya seperti kaki gajah.,Telapak kakinya besar.,Telapak kakinya kecil.,id
Maneno yake yalikuwa kama rula.,Maneno yake yalikuwa yamenyooka.,Maneno yake hayakuwa yamenyooka.,sw
शांतिप्रसाद साबुन की तरह काम करते हैं। ,शांतिप्रसाद इतना काम करता है की एक दिन ख़त्म हो जायेगा।  ,शांतिप्रसाद जितना काम करता है उतना निखर रहा है। ,hi
kuku-kukunnya seperti jengkol.,Kuku-kukunya pendek-pendek.,Kuku-kukunya panjang-panjang.,id
ನನ್ನ ಮುದ್ದಿನ ಬೆಕ್ಕು ನರಿಯಂತೆ ಪ್ರಾಮಾಣಿಕವಾಗಿದೆ,ನನ್ನ ಮುದ್ದಿನ ಬೆಕ್ಕು ಪ್ರಾಮಾಣಿಕವಾಗಿಲ್ಲ,ನನ್ನ ಮುದ್ದಿನ ಬೆಕ್ಕು ಪ್ರಾಮಾಣಿಕವಾಗಿದೆ,kn
Watoto wa shule za Nairobi ni wembe,Shule za Nairobi huwa na wanafunzi werevu sana,Shule za Nairobi huwa na wanafunzi wapumbavu,sw
Guru téh ibarat lilin anu réla ngaduruk dirina sorangan pikeun meré caang,Guru teh gawena tulus,Guru teh gawena pamrih.,su
The microphone is as jumpy as a frog,the microphone is highly sensitive / overpowered.,the microphone is highly insensitive / underpowered.,en_dev
ಈ ಮೀನು ತಿಮಿಂಗಲದಂತೆ ಬೃಹದಾಕಾರವಾಗಿದೆ,ಆ ಮೀನಿನಾಕಾರ ಸಣ್ಣದು,ಆ ಮೀನಿನ ಆಕಾರ ಬೃಹದಾಕಾರ,kn
The meat has the smell of a freshly baked Christmas ham,The meat smells good,The meat smells foul,en_dev
poe ieu teh cuaca siga hujan angin dordar gelap.,poe ieu teh cuaca siga hujan angin.,poe ieu teh cuaca siga panas pisan,su
He has all the anger of a beaten dog,He's very angry,He's not at all angry,en_dev
ಅವರು ಕಲಾಂರಂತೆ ವಿಜ್ಞಾನಿ,ಅವರು ವಿಜ್ಞಾನಿ,ಅವರು ವಿಜ್ಞಾನಿಯಲ್ಲ,kn
Ọwọ́ Fadékẹ́ ti kan ìsàlẹ̀ àpò bí i ti ẹ̀gbọ́n mi tó ń ta Kòkó,Fadékẹ́ tálákà gan,Fadékẹ́ ní owó lọ́wọ́ gan,yo
Jamal ni jiwe ukijaribu kumshawishi,Jamal ni mgumu kushawishi,Jamal ni mwepesi wa kushawishi,sw
Cara bicaranya bak preman di pasar.,Dia bicara dengan kasar.,Dia bicara dengan lemah lembut.,id
Awakmu iku kaya wesi,Awakmu iku atos,Awakmu iku empuk,jv
Usaha anu manehna lakukeun kawas naek bukit.,Usaha anu manehna lakukeun kawas hese.,Usaha anu manehna lakukeun kawas gampil,su
It's as green as grass in the spring,It's fairy green,It's not too green,en_dev
Peter wears shoes that could fit an elf.,Peter wears shoes in a very small size.,Peter wears shoes in a very large size.,en_dev
Sikapmu kaya srengenge,Sikapmu ramah banget kaya srengenge,Sikapmu adem banget kaya es,jv
Masonite siding on houses repels water as well as a sponge,Masonite siding soaks up water,Masonite is water repellant,en_dev
नशे ने उसे मौत का अहसास करवाया। ,नशे से उसे दुःख का अहसास हुआ। ,नशे से उसे ख़ुशी का अहसास हुआ। ,hi
Masjid di pinggiran kota itu megah bagai istana raja.,Masjid itu sangat megah.,Masjid itu tidak megah.,id
Lemari neng njero omahe sakgede kerdus mie,Lemari neng njero omahe cilik,Lemari neng njero omahe gedhi,jv
Àdì̀sá ti tọwọ́ boyin láti lá,Àdìsá ti fọ̀rọ̀ ara rẹ̀ kọ́gbọ́n,Àdìsá ti fọ̀rọ̀ ọlọ́rọ̀ kọ́gbọ́n,yo
ಅವರು ಆಕ್ಟರ್ ನಷ್ಟು ಕಲ್ಪನಾಶಕ್ತಿ ಹೊಂದಿದ್ದಾರೆ.,ಅವರು ಹೆಚ್ಚು ಕಲ್ಪನಾಶಕ್ತಿ ಹೊಂದಿಲ್ಲ,ಅವರು ಹೆಚ್ಚು ಕಲ್ಪನಾಶಕ್ತಿ ಹೊಂದಿದ್ದಾರೆ.,kn
ಅದು ರಕ್ತದಂತೆ ಕೆಂಪು ಬಣ್ಣ ಹೊಂದಿದೆ.,ಅದು ಕೆಂಪು ಬಣ್ಣ ಹೊಂದಿದೆ,ಅದು ಕೆಂಪು ಬಣ್ಣ ಹೊಂದಿಲ್ಲ,kn
रोशन में दानव सी विशेषता थी।,रोशन बहुत गंदा इंसान था।,रोशन बहुत अच्छा इंसान था।,hi
Hubungannya dengan sang kakak seperti anjing dan kucing.,Dia dan kakaknya sering bertengkar.,Dia dan kakaknya sangat dekat.,id
Nalika sesrawungan Pak Jemani lan Paiman kaya banyu karo lenga,Nalika sesrawungan Pak Jemani lan Paiman ora bisa akur,Nalika sesrawungan Pak Jemani lan Paiman akur banget,jv
Hirup teu boga elmu sarupa leumpang teu aya tujuan,Hirup teu boga elmu teu jelas,Hirup teu boga elmu jelas.,su
यह सुबह की ओस की तरह नम थी।,वह खुश थी।,वह खुश नहीं थी।,hi
Mukamu bentuknya sebulat bulan yang penuh benjolan.,Muka yang bulat tidak sempurna.,Muka yang bulat sempurna.,id
Suaranya seperti buluh perindu.,Suaranya merdu dan bagus.,Suaranya jelek.,id
परीक्षा में सोहन ने ऐसा लिखा जैसे किसी ने चीटियाँ चला दी हों। ,परीक्षा में सोहन ने बहुत घटिया लिखावट में लिखा। ,परीक्षा में सोहन ने बहुत सूंदर लिखावट में लिखा। ,hi
Ará ọ̀run ni Àjàní,Eégún ni Àjàní,Àjàní kì í ṣe Eégún,yo
ಈ ವಸ್ತುವೂ ಕಲ್ಲಿನಂತೆ ಫ್ಲೆಕ್ಸಿಬಲ್ ಗುಣ ಹೊಂದಿದೆ,ಆ ವಸ್ತು ಫ್ಲೆಕ್ಸಿಬಲ್ ಇಲ್ಲ,ಆ ವಸ್ತು ಫ್ಲೆಕ್ಸಿಬಲ್ ಆಗಿದೆ,kn
Biwirna ngucapkeun kecap amis siga gula.,Biwirna ngucapkeun kecap mikeun bungah.,Biwirna ngucapkeun kecap nu mikeun nyeri hate,su
